robot_no,x,y,rho
1,122.60100082421772,-191.69699962717166,152.70913423587828
2,-62.01264921593537,-30.595696459121235,92.9281144607829
3,-33.196488316125475,-53.11959021354242,89.9515940552531
4,64.75129929248867,88.74679967152869,111.53928501845255
5,-82.56402549381122,-35.494402820996385,103.73624518382584
6,-12.308499944256335,-139.1850001372712,120.65742023218287
7,-24.110900534719516,-197.14099570773004,139.20924102674488
8,-144.50600512949137,-6.323562958035289,121.06161996900951
9,-134.96500027361654,31.653599383613205,120.17494820628086
10,141.2639999468791,-163.89399983401657,145.41629039636405
11,-34.60809969239813,33.618199775463786,84.25971245729696
12,-59.19234931277286,-60.64176047626644,100.9545019369385
13,24.635500320434332,117.57000023801002,114.2387677927316
14,-141.8419998495492,-80.47800014548217,125.81273018172381
15,-73.50042332499052,-78.23107203924965,111.36761346056599
16,-218.22899997632334,-30.8777005569818,149.27947060129938
17,-75.79940048591453,-9.303619735745583,97.92932252204616
18,-3.3528092012985677,64.90839968131716,92.1250835004488
19,23.82599992488639,25.43419957652837,73.73636628962379
20,-142.98200075503388,84.37630061125088,125.96036454656142
21,-45.0058006663713,-133.9169998619097,120.80990832076682
22,-82.2977719459641,24.39714289840542,102.04524094220379
23,-22.209099775221965,117.41700002800386,114.0762473029647
24,-204.56799932502062,42.76180062769912,144.43307067993862
25,-8.90220560952093,29.798729894967636,70.35385258170407
26,9.068029937129873,126.43799989493533,117.9175350445671
27,-92.87595700245402,49.33444225069983,109.68365096812008
28,107.5909999088378,51.92579999221898,113.30484751334934
29,-28.28309979018875,166.56299982108948,126.62812364676768
30,-169.0570000546622,-104.1439999786923,138.8851111839406
31,-94.10293687468906,68.78263794050206,112.19775261859208
32,-95.06410047462394,150.82299928457655,129.58169073255613
33,51.78314681011986,15.244127789520977,86.82644984679162
34,54.93530003963567,117.06599979641348,118.2608385801517
35,33.766632997732145,47.92413565143656,88.56941912939723
36,29.525120745574227,-27.11114028913184,81.99394500098215
37,110.06299897813597,78.03339981457333,119.69812458847437
38,-147.27999995112972,-38.41900003245669,123.63721206423486
39,37.63619908766805,80.38439944806458,102.08460327344274
40,-56.299800816502895,-164.32799958556546,128.9846375084266
41,-121.96200003429945,-133.3170001644457,130.76306414073466
42,5.75048992701146,-93.91998660163176,105.18924197721043
43,-81.29299982791285,-110.33500108782712,119.87838082255507
44,45.67010003134979,-93.1077000651139,109.2423324417421
45,-26.754935456235774,-78.79329343442463,100.15676852965126
46,72.30820009984187,-163.58500033550723,129.8879764527472
47,-252.95900053960537,-12.657399986676143,166.15636746367005
48,-187.4880001532703,-66.76450008478372,139.62211139036114
49,126.58900004446217,-95.05699995135348,124.3718409407772
50,-3.6689856909530416,-14.648904776552252,68.99448768009015
51,15.191612355944194,-56.08495641309818,88.38204356908041
52,95.5711996185135,6.853419728667931,106.53323599768
53,28.417553672050722,-55.08877612081897,88.86601398163418
54,46.188308507392925,-68.78420927759599,99.83511880392554
55,89.3733998206639,-117.56000032644442,121.31336673684687
56,186.85000008683613,-90.5449002123285,140.54965136474772
57,20.595779950903605,-73.78427386267529,98.84577972976399
58,89.73769986723823,-75.16340017401329,112.367005547928
59,-34.34340010715729,-100.10900017740252,109.73869397062253
60,54.7014615385812,51.81838368007068,96.72071305702234
61,-10.520882787478868,2.71770726347369,64.26310686763239
62,14.334800260358737,-122.92400013544321,116.11274115378463
63,80.72399895325508,25.813681407181875,100.9996436493708
64,64.40190001955716,-24.798700505248505,92.45056309473269
65,-33.326368698305316,71.82283525084145,99.1084780860693
66,125.23700001796207,-0.9771193955693258,116.75112939918638
67,93.84149998620892,-21.647200223954364,108.19259622514534
68,156.5829997254893,-8.828720623439668,124.13262662214659
69,63.513225921213426,39.57791720829926,93.86822576585287
70,137.86999926648957,56.333400597256734,121.62819827093192
71,166.75199944714558,42.2961995323321,127.42029012401152
72,-96.46300019699213,115.58400066316246,123.05673069878456
73,3.7198740201184854,75.04249958071374,95.64020185762183
74,-98.88759966323464,-117.05100088821187,123.77298465675045
75,18.05609991508326,-160.3349999366804,125.19384957495103
76,-53.24370023099303,142.56900018681574,123.1534592882965
77,-53.014379631661335,40.270260117634834,92.21486664729503
78,-13.853598771854369,-50.97191046707561,86.47992363938575
79,121.48799954614537,-136.20499978274296,132.68705335074918
80,-129.81999999599424,127.46299977136903,130.9932119893138
81,-5.48705712682227,-92.18775873565033,103.90935277227724
82,61.37499982779957,-114.83799947920743,119.23746098417631
83,109.67499932622596,101.50599979560648,121.73607148352437
84,186.2830012736463,11.375804072880925,136.43874663216798
85,88.20379969143292,-46.44689615001039,108.53633929970836
86,-103.52099910110655,-63.58670056422015,115.59476911026118
87,71.40360057112605,-3.6694001682856303,93.31551643380112
88,35.86626426445094,0.7250955120511327,80.46497023697984
89,-34.95077775043569,-16.28146592416222,81.561568318749
90,-174.4730040699838,-30.252901659831277,129.18864348249002
91,-70.47200041317994,93.72199976036084,112.58496007759923
92,-195.81900005474213,-137.00999994410745,156.3800903801768
93,-138.39899937175988,-180.13899975847764,149.52036751596052
94,-89.79100012351824,-81.18530034544067,114.49075631991434
95,-171.78600104927096,78.20439951442224,138.74126792276428
96,-245.35000034869068,67.1617005413999,170.4405885049167
97,-22.172383276357664,52.8344298570397,86.87705940001393
98,133.29099953305712,-41.71999948122009,120.21452513239295
99,-113.34414484366052,-36.092682575243,112.73557032123735
100,-51.1179850609103,8.06965427978783,85.02883089721102
