robot_no,x,y,rho
1,122.60100082948972,-191.6969996297953,147.90776759471635
2,-62.01264921251226,-30.595696463656186,81.29595220073963
3,-33.19648831240103,-53.11959021777444,74.96507743738324
4,64.75129929719526,88.74679966824421,98.50853966911652
5,-82.56402549059068,-35.49440282572371,93.43543161550319
6,-12.308499940341155,-139.1850001412558,109.26001324036308
7,-24.110900458341366,-197.14099636951482,138.65774408852107
8,-144.50600512688328,-6.323562963396645,110.48726795528735
9,-134.96500027092452,31.653599378333297,107.13000111504809
10,141.26399995234505,-163.8939998364614,142.17173445746076
11,-34.608099688693,33.61819977119467,65.31536549162306
12,-59.19234930932249,-60.6417604807552,90.5511073523644
13,24.63550032474049,117.57000023431397,100.28277413300158
14,-141.84199984693632,-80.47800015079041,121.96838768528426
15,-73.50042332168083,-78.23107204386943,97.76390896510085
16,-218.2289999744654,-30.87770056307835,144.42150898587914
17,-75.79940048263151,-9.303619740406921,85.18416820710395
18,-3.3528091965824736,64.90839960335337,76.95187404212973
19,23.825999929180462,25.434199572854666,53.03201643326556
20,-142.98200075241502,84.37630060587975,122.32811970623465
21,-45.00580066278359,-133.91699986623388,110.35365703247088
22,-82.29777194273811,24.397142893650916,92.10331076174862
23,-22.209099771386896,117.4170000238366,100.09713931544894
24,-204.5679993230225,42.76180062171689,141.13787917508853
25,-8.902205605561209,29.798729890960306,48.911144612570155
26,9.068029941280598,126.43799989107079,102.21028688482117
27,-92.8759569993384,49.334442245848194,96.12521244692438
28,107.59099991396293,51.92579998937163,99.57723625713936
29,-28.2830997864123,166.56299981685297,123.58914623035727
30,-169.0570000523239,-104.14399998427876,136.05684108738703
31,-94.10293687158071,68.78263793562418,98.66604398802885
32,-95.06410047152616,150.82299927966355,126.98378555502411
33,51.78314681469218,15.244127786130823,67.73731527394456
34,54.93530004424407,117.06599979301512,102.4089823972887
35,33.76663300212912,47.92413564785165,71.7994843180455
36,29.52512074991478,-27.111140292744995,65.27915322861446
37,110.06299898329814,78.03339981174915,105.71596682520747
38,-147.27999994855858,-38.419000037842956,116.55813724079125
39,37.63619909210148,80.38439944451076,92.87192350305425
40,-56.29980081302819,-164.3279995899937,124.52806290171713
41,-121.96200003147804,-133.31700016953891,127.73697299049607
42,5.750489931119063,-93.9199866054641,93.89965634243134
43,-81.29299982468865,-110.33500109251342,105.73527485464994
44,45.670100035856855,-93.10770006854729,96.11369584318234
45,-26.754935452461392,-78.79329343857329,89.14735296573551
46,72.30820010461039,-163.5850003386465,127.52482465844199
47,-252.9590005381021,-12.657399993127827,175.5599261867398
48,-187.48800015111024,-66.76450009056998,138.71319804513888
49,126.58900004977119,-95.05699995396103,120.06742248737957
50,-3.668985686940962,-14.648904780500116,46.07584831378951
51,15.19161236015185,-56.084956416841706,68.37172946214494
52,95.57119962713767,6.853419720427079,94.80787569065194
53,28.417553676391027,-55.088776124426445,73.28918938456827
54,46.188307607841516,-68.78420956344782,88.33392273894624
55,89.37339982561173,-117.56000032942356,110.9433112234792
56,186.85000009276195,-90.54490021433422,138.8151255579407
57,20.59577995515629,-73.78427386635862,85.72477183013088
58,89.73769987217777,-75.16340017699963,98.81388666512336
59,-34.34340010346615,-100.10900018162619,96.33606661119943
60,54.70146154318254,51.81838367669182,83.87507904444094
61,-10.520882766224403,2.7177072684090753,42.87938694148312
62,14.334800264545034,-122.92400013916726,101.90874112810016
63,80.72399995272185,25.81368291869728,91.79526778911726
64,64.40190002425685,-24.79870050850115,80.97217846310846
65,-33.326368694589405,71.82283524657629,87.91787346145415
66,125.2370000232664,-0.9771193982206716,102.1384459675011
67,93.84149999119711,-21.647200226927655,95.14008240289846
68,156.58299973111326,-8.828720625773423,119.22623933122827
69,63.51322592590283,39.57791720501489,82.60600881448421
70,137.86999927192744,56.333400594719585,115.00156391953833
71,166.7519994528653,42.29619953008441,124.21395345710738
72,-96.4630001939014,115.58400065824696,115.4397162621164
73,3.7198740242067263,75.04249957681057,82.6659430887409
74,-98.8875996601867,-117.05100089308442,118.28265165342698
75,18.056099919305947,-160.33499994036282,121.45451771373536
76,-53.24370022747762,142.56900018233662,116.25969573020124
77,-53.014379628136446,40.27026011317152,77.96713617022132
78,-13.853598767947407,-50.97191047111169,66.76438709072538
79,121.48799955140453,-136.2049997853827,132.09182345362782
80,-129.81999999324984,127.46299976611537,130.08161879768682
81,-5.487057122829353,-92.18775873959824,93.66037976116078
82,61.374999989935915,-114.83799964461319,104.4644674743724
83,109.67499947712089,101.50599994287093,115.37035013354446
84,186.28300110919756,11.375803548025365,134.65865668735836
85,88.2037997199842,-46.446896671721035,95.92173961021291
86,-103.52099909811105,-63.58670056914879,100.55878170921096
87,71.40360057588498,-3.6694001714740576,82.10898097574548
88,35.86626419092247,0.7250953468877608,62.421386410732296
89,-34.95077717414414,-16.28146425730317,63.149702071425246
90,-174.47300353522934,-30.25290147086914,125.85649329937971
91,-70.47200040982827,93.72199975570985,98.91841739943965
92,-195.819000052675,-137.0099999499537,147.91546985752416
93,-138.39899936911175,-180.138999763733,144.76766768029466
94,-89.79100012036871,-81.18530035023173,100.53940477892078
95,-171.7860010469424,78.20439950876295,134.95773801188463
96,-245.35000034710333,67.16170053500949,183.3170199918584
97,-22.17238327253188,52.8344298528985,67.82361370253176
98,133.2909995384461,-41.71999948377258,107.67752288824178
99,-113.34414484075128,-36.09268258028395,99.07595310766547
100,-51.117983127963164,8.06965471643748,66.48301412486076
