robot_no,x,y,rho
1,122.60100082948972,-191.6969996297953,189.00915593180179
2,-62.01264921251226,-30.59569646365614,80.64898384419388
3,-33.19648831240099,-53.119590217774395,74.79547940181091
4,64.7512992971952,88.74679966824426,110.56942570118441
5,-82.56402549059074,-35.49440282572371,97.00670217512345
6,-12.308499940341001,-139.18500014125578,132.98658105046104
7,-24.110900458341323,-197.14099636951482,168.84550333909255
8,-144.50600512688328,-6.323562963396645,134.25555212238038
9,-134.96500027092452,31.653599378333297,131.60664961821408
10,141.26399995234505,-163.8939998364614,178.24790226835438
11,-34.60809968869305,33.61819977119475,48.57229848862134
12,-59.19234930932249,-60.6417604807552,95.38473682332659
13,24.63550032474049,117.57000023431397,114.71758633460576
14,-141.84199984693632,-80.47800015079041,143.52297625527797
15,-73.50042332168066,-78.23107204386956,110.17176923660689
16,-218.22899997446567,-30.87770056307808,181.61839622420172
17,-75.79940048263151,-9.303619740406877,87.24423055841905
18,-3.352809196582429,64.90839960335339,75.11299572712123
19,23.82599992918033,25.434199572854865,44.88009886186728
20,-142.982000752415,84.3763006058797,145.9089090995502
21,-45.00580066278359,-133.91699986623388,133.2950044680972
22,-82.29777194273802,24.397142893650916,95.99888089395134
23,-22.209099771386896,117.4170000238366,113.8692348462267
24,-204.5679993230225,42.76180062171689,176.4906843043612
25,-8.902205605561209,29.798729890960306,37.078115156420765
26,9.068029941280598,126.43799989107079,120.29849987197665
27,-92.8759569993384,49.33444224584829,107.46148528604014
28,107.59099991396302,51.92579998937163,113.19168794089721
29,-28.283099786412215,166.56299981685297,151.09397814806374
30,-169.05700005232396,-104.14399998427903,165.94409982339573
31,-94.10293687158064,68.7826379356241,112.19833227919744
32,-95.06410047152629,150.8229992796635,154.81799286975416
33,51.78314681469218,15.244127786130779,53.30551717650568
34,54.93530004424407,117.06599979301512,122.3165684190633
35,33.76663300212903,47.92413564785174,69.04484733407054
36,29.52512074991478,-27.111140292744995,47.62677280324165
37,110.06299898329814,78.03339981174915,123.78560695012759
38,-147.27999994855867,-38.41900003784286,140.03500095231084
39,37.63619909210148,80.38439944451076,96.98294284842842
40,-56.299800813028256,-164.32799958999345,152.5833131076944
41,-121.96200003147804,-133.31700016953891,156.7561895762711
42,5.750489931118996,-93.91998660546403,99.85746364309566
43,-81.29299982468861,-110.33500109251342,130.39116726776712
44,45.670100035856855,-93.10770006854729,106.4559146962029
45,-26.754935452461392,-78.79329343857329,95.106884192412
46,72.30820010461039,-163.5850003386465,154.8873800839272
47,-252.9590005381021,-12.657399993127827,202.96027338183958
48,-187.4880001511103,-66.76450009056994,169.49079632278736
49,126.58900004977119,-95.05699995396103,141.66431951227725
50,-3.6689856869410287,-14.64890478050016,36.86827442567477
51,15.19161236015185,-56.084956416841706,65.76125662285745
52,95.57119962713767,6.853419720427079,100.40564340791597
53,28.417553676391027,-55.088776124426445,73.4570363524892
54,46.188307607841516,-68.78420956344802,89.64448196615022
55,89.37339982561174,-117.56000032942342,135.21781710617478
56,186.85000009276195,-90.54490021433422,173.64964083332836
57,20.595779955156356,-73.78427386635862,87.27219352467014
58,89.73769987217777,-75.16340017699959,113.04649703065017
59,-34.3434001034661,-100.10900018162614,108.3997160217307
60,54.70146154318254,51.81838367669182,85.70715238694586
61,-10.52088276622445,2.717707268409164,22.980044976362848
62,14.334800264545034,-122.92400013916718,117.53542756181669
63,80.72399995272204,25.813682918697147,95.61284220296875
64,64.4019000242568,-24.79870050850115,77.64375568397293
65,-33.326368694589405,71.82283524657629,89.06027155350067
66,125.23700002326625,-0.9771193982206494,119.76362874354923
67,93.84149999119711,-21.647200226927655,103.8837390229183
68,156.58299973111326,-8.828720625773423,141.62946439710984
69,63.51322592590283,39.577917205014934,82.79419464648797
70,137.86999927192753,56.3334005947197,135.2684536421242
71,166.75199945286533,42.29619953008432,151.18757451774098
72,-96.46300019390131,115.584000658247,136.55327226591658
73,3.7198740242067263,75.04249957681046,85.12208558720167
74,-98.88759966018657,-117.05100089308456,141.43993895377213
75,18.0560999193059,-160.33499994036282,143.14064707440755
76,-53.24370022747762,142.56900018233648,138.03463386277238
77,-53.014379628136446,40.27026011317152,76.7331730478179
78,-13.85359876794734,-50.971910471111805,52.05589291503248
79,121.48799955140453,-136.2049997853827,157.93756248201146
80,-129.81999999324984,127.46299976611537,157.66165396622853
81,-5.487057122829353,-92.18775873959815,98.01869887284462
82,61.374999989935915,-114.83799964461319,123.65470564107873
83,109.67499947712098,101.50599994287089,135.28868199094902
84,186.28300110919756,11.37580354802532,159.9959740486518
85,88.20379971998416,-46.44689667172106,106.12542320154502
86,-103.52099909811105,-63.58670056914883,117.44643948333807
87,71.40360057588498,-3.6694001714740576,82.1277101255593
88,35.86626419092234,0.7250953468877608,45.345929135844415
89,-34.95077717414414,-16.28146425730317,45.558560369945425
90,-174.47300353522934,-30.25290147086914,154.76248595085133
91,-70.47200040982817,93.72199975570985,113.16857694802471
92,-195.81900005267494,-137.00999994995377,191.94555648793727
93,-138.3989993691118,-180.1389997637331,183.27018417073504
94,-89.79100012036871,-81.18530035023173,115.33621214074361
95,-171.78600104694235,78.20439950876307,164.20886518758635
96,-245.35000034710325,67.1617005350094,207.8669702095321
97,-22.17238327253197,52.8344298528985,61.70900383405368
98,133.29099953844602,-41.71999948377263,132.7432350561359
99,-113.34414484075128,-36.09268258028395,113.19033549768587
100,-51.1179831279633,8.069654716437658,48.822382971504936
